x,state,year,govelec,black,metro,unem,criv,crip,lcriv,lcrip,gcriv,gcrip,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,ag0_14,ag15_17,ag18_24,ag25_34,incpc,polpc,gincpc,gpolpc,cag0_14,cag15_17,cag18_24,cag25_34,cunem,cblack,cmetro,pris,lpris,gpris,final1,final2
13,1,92,0,0.252400011,0.682399988,0.072999999,8.712421417,43.9432106,2.164749861,3.782898188,0.03181386,-0.028274536,0,0,0,0,0,0,0,0,0,0,0,1,0,0.215321407,0.043982603,0.10874819,0.154664084,16494.38477,290.0434875,0.055685617,0.003697216,-0.002282505,-0.000271678,-0.000542765,-0.002793121,0.000999999,-0.030000687,0.004199982,400.9779968,5.993906498,0.055361271,0,0
14,1,93,0,0.252099991,0.686600029,0.075000003,7.804155827,40.98352051,2.054656506,3.713170052,-0.110093355,-0.069728136,0,0,0,0,0,0,0,0,0,0,0,0,1,0.213518023,0.043706711,0.108430855,0.152376398,17105.3457,296.8473816,0.036371022,0.02318727,-0.001803379,-0.000275888,-0.000317335,-0.002287684,0.002000008,-0.030000687,0.004200058,409.328186,6.014517307,0.020610809,0,0
15,2,80,0,0.034000002,0.434000015,0.095919997,4.77363205,57.03980255,1.563107491,4.043749332,-0.035853863,-0.008919716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268656701,0.054726366,0.149253726,0.226368159,13784.79395,315.9204102,0.115933485,-0.100668892,-0.009258918,-0.004826984,0.005333138,0.010487271,0.002670002,0.0400002,0.001599998,132.0099182,4.882876873,0.087188244,0,0
16,2,81,0,0.034699999,0.431699991,0.092330001,6.069377899,58.93301392,1.803256154,4.076401234,0.240148664,0.032651901,1,0,0,0,0,0,0,0,0,0,0,0,0,0.267942578,0.052631579,0.138755977,0.234449774,15385.25098,305.9808655,0.109843224,-0.031967748,-0.00071413,-0.002094788,-0.010497752,0.008081608,-0.003590002,0.069999933,-0.002300034,142.0397949,4.95610714,0.073230267,0,0
17,2,82,1,0.035399999,0.429399997,0.099830002,6.071111202,54.39777756,1.80354166,3.996323347,0.000285506,-0.080077887,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264444441,0.048888888,0.1311111,0.235555559,17119.22461,280,0.106792755,-0.088732965,-0.003498135,-0.00374269,-0.007644873,0.001105785,0.0075,0.069999933,-0.002299995,170.5741577,5.13917017,0.18306303,0,0
18,2,83,0,0.0361,0.427100003,0.103079997,6.024590015,53.05123138,1.795849442,3.971258163,-0.007692218,-0.025065184,0,0,1,0,0,0,0,0,0,0,0,0,0,0.268442631,0.047131147,0.125,0.23565574,17930.69727,268.8524475,0.046312097,-0.040626895,0.003998184,-0.001757741,-0.006111107,0.000100193,0.003249998,0.069999933,-0.002299995,193.777771,5.266712189,0.127542019,0,0
19,2,84,0,0.036800001,0.424800009,0.101499997,6.046692371,53.43968964,1.799511433,3.978553772,0.00366199,0.007295609,0,0,0,1,0,0,0,0,0,0,0,0,0,0.270428002,0.046692606,0.120622568,0.231517509,17625.54688,286.1867676,-0.017164798,0.062481925,0.001985378,-0.000438542,-0.004377432,-0.004138241,-0.00158,0.070000172,-0.002299995,219.6721344,5.392136097,0.125423908,0,0
20,2,85,0,0.037500001,0.422500014,0.096079998,5.697368622,51.8571434,1.74000442,3.948492765,-0.059507012,-0.030061007,0,0,0,0,1,0,0,0,0,0,0,0,0,0.276315778,0.046992484,0.116541356,0.225563914,18430.63672,294.5488586,0.044664942,0.028800262,0.005887775,0.000299878,-0.004081211,-0.005953598,-0.005419998,0.069999933,-0.002299995,251.556427,5.527667522,0.135531425,0,0
21,2,86,1,0.038199998,0.42019999,0.109080002,5.599264622,55.71139526,1.722635269,4.020184517,-0.017369151,0.071691751,0,0,0,0,0,1,0,0,0,0,0,0,0,0.279411763,0.047794119,0.113970585,0.216911778,17821.21484,277.2058716,-0.033624727,-0.060684443,0.003095989,0.000801635,-0.002570772,-0.008652134,0.013000002,0.069999933,-0.002299995,287.5939941,5.661549568,0.133882046,0,0
22,2,87,0,0.038900003,0.417899996,0.108000003,4.435992718,47.94248581,1.489751458,3.870002031,-0.232883811,-0.150182486,0,0,0,0,0,0,1,0,0,0,0,0,0,0.282003701,0.048237476,0.111317255,0.209647506,17252.16992,318.7384033,-0.032451663,0.139610261,0.002591934,0.000443358,-0.002653332,-0.007264271,-0.001079998,0.070000172,-0.002299995,306.25,5.724401951,0.062852383,0,0
23,2,88,0,0.0396,0.415600002,0.092249997,4.948339462,41.63468552,1.599052072,3.728933573,0.109300613,-0.141068459,0,0,0,0,0,0,0,1,0,0,0,0,0,0.278597802,0.044280443,0.107011072,0.208487093,17932.75781,355.719574,0.038691159,0.109771989,-0.003405914,-0.003957033,-0.004306183,-0.001160412,-0.015750008,0.069999933,-0.002299995,327.8293152,5.792492867,0.068090916,0,0
24,2,89,0,0.0403,0.413300008,0.067419998,4.795246601,41.2559433,1.567625165,3.719795227,-0.031426907,-0.009138346,0,0,0,0,0,0,0,0,1,0,0,0,0,0.276051193,0.042047534,0.106032908,0.206581339,19636.49609,353.5649109,0.090760797,-0.006075615,-0.002546597,-0.002232909,-0.000978165,-0.001905746,-0.024829999,0.070000172,-0.002299995,343.5424194,5.839310646,0.04681778,0,0
25,2,90,1,0.040999997,0.410999984,0.070249997,5.207581043,45.95126343,1.65011549,3.827581406,0.082490325,0.107786179,0,0,0,0,0,0,0,0,0,1,0,0,0,0.272563159,0.041516248,0.101083033,0.203971118,20848.02148,350.1805115,0.05986917,-0.009618323,-0.003488026,-0.000531287,-0.004949875,-0.002610226,0.00283,0.069999695,-0.002300034,348.8117065,5.854532242,0.015221596,0,0
26,2,91,0,0.041700002,0.408699989,0.085000001,6.149384975,50.96660995,1.816352129,3.931170702,0.166236639,0.103589296,0,0,0,0,0,0,0,0,0,0,1,0,0,0.275922686,0.040421791,0.098418273,0.196836546,21581.39453,273.63797,0.034572527,-0.246642813,0.003359508,-0.001094456,-0.002664757,-0.007134571,0.014750004,0.070000172,-0.002299995,334.1155396,5.811486721,-0.043045521,1,0
27,2,92,0,0.042399999,0.406399995,0.091000006,6.593537331,49.00680161,1.886089921,3.89195919,0.069737792,-0.039211512,0,0,0,0,0,0,0,0,0,0,0,1,0,0.273809522,0.04251701,0.096938774,0.188775495,22235.41406,233.8435364,0.029854666,-0.157153711,-0.002113152,0.002095218,-0.001479502,-0.008061047,0.006000004,0.069999695,-0.002299995,323.3743286,5.778810501,-0.03267622,0,1
28,2,93,0,0.043099999,0.404100001,0.075999998,7.607679367,48.07178497,2.029158115,3.872695446,0.143068194,-0.019263744,0,0,0,0,0,0,0,0,0,0,0,0,1,0.272120208,0.043405674,0.096828051,0.180300504,23014.13281,275.9599304,0.034422252,0.165603429,-0.00168932,0.000888667,-0.000110722,-0.008474998,-0.015000004,0.070000172,-0.002299995,330.6122437,5.800946236,0.022135735,0,1
29,3,80,0,0.027999999,0.750999987,0.067000002,6.502207279,75.12619781,1.872141719,4.319169521,0.165326595,0.106777668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237306848,0.054083887,0.135761589,0.16335541,9332.05957,299.4849243,0.112226263,0.029491974,-0.00586462,-0.001682425,0.001467199,0.004402447,0.016500002,-0.019999981,0.000599976,141.7678375,4.954190731,0.03291893,0,0
30,3,81,0,0.028199999,0.754899979,0.061250001,5.723131657,69.955513,1.744516134,4.247859478,-0.127625585,-0.071310043,1,0,0,0,0,0,0,0,0,0,0,0,0,0.232028469,0.050533809,0.134519577,0.170818508,10250.00684,302.6334534,0.093822636,0.010458268,-0.005278377,-0.003550076,-0.001242008,0.007463093,-0.005750003,0.019999981,0.003899994,160.4120789,5.077745914,0.123555183,0,0
31,3,82,1,0.028399998,0.75879997,0.099169999,5.115916729,65.45363617,1.632356644,4.181342125,-0.112159491,-0.066517353,0,1,0,0,0,0,0,0,0,0,0,0,0,0.229065746,0.047750864,0.132179931,0.172664359,10476.10156,294.6366882,0.021818249,-0.026779316,-0.002962723,-0.002782946,-0.002339649,0.001845856,0.037919998,0.019999981,0.003899994,185.0177917,5.220451832,0.142705917,0,0
32,3,83,0,0.0286,0.762699962,0.091169998,4.931626797,58.8548317,1.595668912,4.075073719,-0.036687732,-0.106268406,0,0,1,0,0,0,0,0,0,0,0,0,0,0.227012455,0.045806669,0.128999665,0.175143152,11228.49805,288.2115173,0.069358394,-0.022048386,-0.00205328,-0.001944194,-0.003180265,0.00247879,-0.008000002,0.019999981,0.003899994,209.2733612,5.343641281,0.123189449,0,0
33,3,84,0,0.028800001,0.766600013,0.04933,5.13726759,59.55982971,1.636521339,4.086981297,0.040852427,0.011907578,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22627975,0.044995107,0.124877729,0.177372023,12285.70313,284.47995,0.089981221,-0.013031869,-0.000732708,-0.000811563,-0.004121933,0.00222887,-0.041839994,0.020000219,0.00390007,227.1135101,5.425449848,0.081808567,0,0
34,3,85,0,0.029000001,0.770500004,0.065080002,6.030778885,65.19818115,1.796876192,4.177431583,0.160354853,0.090450287,0,0,0,0,1,0,0,0,0,0,0,0,0,0.225502506,0.045226131,0.120603018,0.178706035,13219.92188,282.1293945,0.073288687,-0.008296965,-0.000777245,0.000231023,-0.004274711,0.001334019,0.015750002,0.019999981,0.003899994,249.2989807,5.518652916,0.093203068,0,0
35,3,86,1,0.029200001,0.774399996,0.069250003,6.600665092,66.81227112,1.887170434,4.201886654,0.090294242,0.02445507,0,0,0,0,0,1,0,0,0,0,0,0,0,0.222490937,0.045646917,0.116989113,0.180471599,13993.29102,288.3010864,0.056853078,0.021639561,-0.00301157,0.000420785,-0.003613901,0.001765556,0.004169998,0.019999981,0.003899994,259.8304138,5.56002903,0.041376114,0,0
36,3,87,0,0.0294,0.778300047,0.062749997,6.034914017,64.78411102,1.797561646,4.171060562,-0.089608788,-0.030826092,0,0,0,0,0,0,1,0,0,0,0,0,0,0.223450676,0.044806518,0.113761999,0.180098921,14526.1123,288.7983704,0.037369877,0.001723391,0.00095974,-0.000840397,-0.003227119,-0.000372677,-0.006500006,0.019999981,0.003899994,273.2164307,5.610264301,0.050235271,0,0
37,3,88,0,0.0296,0.782200038,0.062579997,5.982178211,67.27241516,1.788784742,4.208750248,-0.008776903,0.037689686,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224045262,0.043281469,0.111739747,0.179066479,15063.98828,291.7963257,0.036359135,0.01032728,0.000594578,-0.001525049,-0.002022247,-0.001032429,-0.000169997,0.019999981,0.003899994,307.1865234,5.727455139,0.117190838,0,0
38,3,89,0,0.0298,0.78610003,0.052250005,5.886250496,73.24240875,1.772619247,4.293774605,-0.016165495,0.085024357,0,0,0,0,0,0,0,0,1,0,0,0,0,0.227498621,0.041137494,0.109884046,0.175869688,15639.45801,294.160675,0.037490066,0.008070088,0.003453369,-0.002143974,-0.001855707,-0.003196793,-0.010329995,0.019999981,0.003899994,341.2446899,5.83259964,0.105144501,0,0
39,3,90,1,0.029999999,0.790000021,0.05325,6.495789051,72.0535202,1.87115407,4.277409077,0.098534822,-0.016365528,0,0,0,0,0,0,0,0,0,1,0,0,0,0.229285523,0.040478129,0.107036136,0.172235817,16254.54199,298.6688232,0.038575295,0.015209213,0.0017869,-0.000659366,-0.00284791,-0.003633881,0.000999994,0.019999981,0.003899994,354.5830994,5.870942593,0.038342953,0,0
40,3,91,0,0.030199999,0.793900013,0.056999996,6.714362144,67.42098236,1.904248834,4.210956097,0.033094764,-0.06645298,0,0,0,0,0,0,0,0,0,0,1,0,0,0.231446877,0.039775759,0.103310198,0.169247195,16758.81641,338.4410095,0.030552095,0.125014469,0.00216135,-0.000702369,-0.003725939,-0.002988625,0.00375,0.019999981,0.003899994,375.7946167,5.929042816,0.058100224,0,0
41,3,92,0,0.030400001,0.797800004,0.074000001,6.708246231,63.57750702,1.903337598,4.152259827,-0.000911236,-0.05869627,0,0,0,0,0,0,0,0,0,0,0,1,0,0.233037591,0.040187892,0.100469731,0.165187895,17484.7207,335.1774597,0.042402923,-0.009689685,0.00159071,0.000412133,-0.002840462,-0.004059296,0.017000003,0.019999981,0.003899994,397.5440369,5.985305786,0.05626297,0,0
42,3,93,0,0.0306,0.801699996,0.061999999,7.149898529,67.16742706,1.967098117,4.207188606,0.063760519,0.05492878,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23170732,0.040142279,0.098831303,0.161839426,18119.16211,341.9969482,0.035642661,0.020141691,-0.001330261,-4.56E-05,-0.001638432,-0.003348465,-0.012000003,0.019999981,0.003899994,416.1012573,6.030928612,0.045622826,0,0
43,4,80,1,0.162999988,0.386999995,0.076080002,3.349081278,34.72878265,1.208686113,3.547568798,-0.048533201,0.105827808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237095356,0.05686789,0.1216098,0.146544173,7384.176758,200.3937073,0.066890292,0.071478568,-0.002006359,-0.000815949,0.000958109,0.000353079,0.014330005,-0.200000763,0.000699997,131.2197266,4.876873016,0.132503033,0,0
44,4,81,0,0.162599996,0.388399988,0.090999991,3.104666471,34.87657928,1.132906318,3.55181551,-0.075779796,0.004246712,1,0,0,0,0,0,0,0,0,0,0,0,0,0.233318806,0.053205408,0.122982986,0.150457919,8304.126953,192.8477936,0.117413178,-0.038382724,-0.00377655,-0.003662481,0.001373186,0.003913736,0.014919992,-0.039999008,0.001399994,127.340332,4.84686327,-0.030009747,0,0
45,4,82,1,0.162199989,0.389799982,0.097749993,3.242371321,35.42240524,1.176304936,3.567344427,0.043398619,0.015528917,0,1,0,0,0,0,0,0,0,0,0,0,0,0.230601579,0.050130777,0.123365298,0.149520487,8646.84082,194.9433289,0.040441416,0.010807652,-0.002717228,-0.003074632,0.000382309,-0.000937424,0.006750002,-0.040000916,0.001399994,145.1373749,4.977680683,0.130817413,0,0
46,4,83,0,0.161799997,0.391199976,0.10125,3.005203724,32.33434677,1.100345373,3.476130009,-0.075959563,-0.091214418,0,0,1,0,0,0,0,0,0,0,0,0,0,0.228100598,0.047701649,0.123156987,0.150477022,9099.014648,192.8013916,0.050972097,-0.011048296,-0.002500973,-0.002429128,-0.000208311,0.000956526,0.003500004,-0.039999008,0.001399994,170.9677429,5.141474724,0.163794041,0,0
47,4,84,1,0.16139999,0.39259997,0.089419991,3.253879309,30.84224129,1.179847956,3.428885221,0.079502583,-0.047244787,0,0,0,1,0,0,0,0,0,0,0,0,0,0.226293102,0.046982761,0.12068966,0.151293099,10052.48438,195.4310303,0.099653676,0.013546931,-0.001807499,-0.000718889,-0.002467327,0.000816088,-0.011830006,-0.040000916,0.001399994,183.2610626,5.210911751,0.069437027,0,0
48,4,85,0,0.160999998,0.394000024,0.086329997,3.523420811,32.81993866,1.259432316,3.491036177,0.07958436,0.062150955,0,0,0,0,1,0,0,0,0,0,0,0,0,0.224752903,0.047271166,0.117318437,0.152127206,10674.92773,197.2926483,0.060077984,0.00948062,-0.001540203,0.000288405,-0.00337122,0.000834093,-0.00309,-0.039999008,0.001400032,193.1896515,5.263672352,0.052760601,0,0
49,4,86,1,0.160599992,0.395400017,0.087580003,4.01586628,35.90437317,1.390253067,3.580859184,0.130820751,0.089823008,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22126931,0.048456259,0.11363636,0.153516293,11209.11328,201.929657,0.048829343,0.023231253,-0.003483601,0.001185093,-0.003682079,0.001389093,0.00125001,-0.040000916,0.001399994,203.094101,5.313669205,0.049996853,0,0
50,4,87,0,0.1602,0.396800011,0.081,4.201110363,39.08496857,1.435348868,3.665737867,0.045095801,0.084878683,0,0,0,0,0,0,1,0,0,0,0,0,0,0.220324516,0.04824936,0.109735273,0.154568747,11613.96777,204.6114502,0.03548136,0.013193412,-0.000944786,-0.0002069,-0.003901091,0.001052456,-0.00658,-0.039999008,0.001399994,221.2264099,5.399186611,0.085517406,0,0
51,4,88,0,0.159799993,0.398200005,0.076669998,4.369184971,39.24967957,1.474576473,3.669943333,0.039227605,0.004205465,0,0,0,0,0,0,0,1,0,0,0,0,0,0.220657274,0.047375157,0.10584721,0.154502779,12289.02246,208.0665894,0.056497891,0.016745353,0.000332756,-0.0008742,-0.003888063,-6.60E-05,-0.004330005,-0.040000916,0.001399994,234.4577332,5.457275391,0.058088779,0,0
52,4,89,0,0.159400001,0.399599999,0.072420001,4.858056068,41.86402512,1.580638409,3.734426975,0.106061935,0.064483643,0,0,0,0,0,0,0,0,1,0,0,0,0,0.220801368,0.045609549,0.103154309,0.153878942,13086.78809,211.5942078,0.062896796,0.016812157,0.0001441,-0.001765609,-0.0026929,-0.000623827,-0.004249997,-0.039999962,0.001399994,250.0640106,5.521717072,0.064441681,0,0
53,4,90,1,0.158999994,0.400999993,0.068829998,5.312526703,43.26836395,1.670067549,3.767421722,0.08942914,0.032994747,0,0,0,0,0,0,0,0,0,1,0,0,0,0.219957545,0.044585988,0.101061575,0.152016982,13779.28223,214.5647583,0.051562998,0.01394127,-0.00084383,-0.001023564,-0.002092733,-0.001861963,-0.003590002,-0.039999962,0.001399994,279.0281372,5.631312847,0.109595776,0,0
54,4,91,0,0.158600003,0.402400017,0.072999999,5.93504858,45.83593369,1.780875206,3.825068474,0.110807657,0.057646751,0,0,0,0,0,0,0,0,0,0,1,0,0,0.219316751,0.044285111,0.101223119,0.148882329,14456.47949,233.9941101,0.047976546,0.086684346,-0.000640793,-0.000300875,0.000161543,-0.003134651,0.004169998,-0.039999962,0.001400032,308.8747253,5.732935905,0.101623058,0,0
55,4,92,0,0.158199996,0.403800011,0.071999997,5.777359962,41.93901443,1.753946781,3.736216545,-0.026928425,-0.088851929,0,0,0,0,0,0,0,0,0,0,0,1,0,0.217627406,0.044695072,0.10150376,0.145363405,15585.83984,237.8028412,0.075220078,0.016145987,-0.001689339,0.000409961,0.000280647,-0.003518925,-0.000999999,-0.039999962,0.001399994,325.6853638,5.785931587,0.052995682,0,0
56,4,93,0,0.157800004,0.405200005,0.061999999,5.932755947,42.17450333,1.780488849,3.741815805,0.026542068,0.00559926,0,0,0,0,0,0,0,0,0,0,0,0,1,0.216996714,0.044966999,0.101897687,0.141914189,15996.53809,214.8514709,0.02600953,-0.101494975,-0.000630703,0.000271926,0.000393925,-0.003449211,-0.01,-0.039999962,0.001399994,342.3141174,5.835728645,0.049797058,0,0
57,5,80,0,0.077,0.953000009,0.068080001,8.884992599,68.99788666,2.184363604,4.234076023,0.115561247,0.060141563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217762381,0.052137908,0.137400717,0.179271579,11744.40723,268.983429,0.10977418,0.014872043,-0.002730389,-0.001609349,-0.000794239,0.004528503,0.005910001,0.069999695,-0.000499954,91.41333771,4.51539135,0.065584183,0,0
58,5,81,0,0.076700002,0.953399956,0.074000001,8.584575653,66.92341614,2.149966955,4.203548908,-0.034396648,-0.030527115,1,0,0,0,0,0,0,0,0,0,0,0,0,0.216009215,0.048752371,0.135921925,0.187144846,12837.07813,269.3609619,0.088960566,0.001402571,-0.001753159,-0.003385539,-0.001478786,0.007873268,0.00592,-0.029999733,0.000399933,98.29305267,4.587953568,0.072562218,0,0
59,5,82,1,0.076399997,0.953799963,0.0995,8.115592003,64.45716858,2.093787193,4.166000843,-0.056179762,-0.037548065,0,1,0,0,0,0,0,0,0,0,0,0,0,0.216196612,0.046253022,0.133601934,0.189081386,13410.30762,265.9548645,0.043685924,-0.012725734,0.000187397,-0.002499347,-0.002319994,0.001936531,0.025499998,-0.03000021,0.000400009,114.9345245,4.744362831,0.156409264,0,0
60,5,83,0,0.076099999,0.95419997,0.096670002,7.669203281,58.61541748,2.037212849,4.070997715,-0.056574345,-0.095003128,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21671924,0.044597793,0.130717665,0.191719249,14109.53027,267.2358093,0.05082684,0.004804838,0.000522633,-0.001655231,-0.002884264,0.002637863,-0.00283,-0.029999733,0.000400009,135.3061981,4.907540321,0.16317749,0,0
61,5,84,0,0.075800002,0.954599977,0.077749997,7.568062305,56.55978012,2.023936987,4.035298347,-0.013275862,-0.035699368,0,0,0,1,0,0,0,0,0,0,0,0,0,0.216026932,0.044149514,0.127650514,0.193816736,15374.94336,266.6421509,0.085888654,-0.002223949,-0.00069231,-0.000448279,-0.00306715,0.002097492,-0.018920003,-0.03000021,0.000400009,149.9408417,5.010241032,0.10270071,0,0
62,5,85,0,0.075500004,0.954999983,0.07192,7.630687237,57.36205292,2.032177925,4.049383163,0.008240938,0.014084816,0,0,0,0,1,0,0,0,0,0,0,0,0,0.215460837,0.044362921,0.124654897,0.195340574,16314.83203,260.9470215,0.059335504,-0.021590097,-0.000566101,0.000213408,-0.002995624,0.001523838,-0.005829997,-0.029999733,0.000400009,161.1670074,5.08244133,0.072200298,0,0
63,5,86,1,0.075199999,0.95539999,0.066749997,9.164268494,58.16172409,2.215312004,4.063227654,0.183134079,0.01384449,0,0,0,0,0,1,0,0,0,0,0,0,0,0.215113282,0.044830643,0.121467046,0.196184784,17082.50781,267.5337524,0.045980372,0.024928331,-0.000347557,0.00046772,-0.003187847,0.000844212,-0.005170002,-0.03000021,0.000400009,182.7691803,5.20822382,0.12578249,0,0
64,5,87,0,0.074900001,0.955799997,0.057670001,9.142204285,55.65496445,2.212901592,4.019171238,-0.002410412,-0.044056416,0,0,0,0,0,0,1,0,0,0,0,0,0,0.216366068,0.043705225,0.119307339,0.196097493,17830.94141,265.5974426,0.042880226,-0.007263947,0.001252785,-0.001125417,-0.00215971,-8.73E-05,-0.009079996,-0.03000021,0.000400009,212.9916687,5.361253262,0.153029442,0,0
65,5,88,0,0.074600004,0.956200004,0.052999996,9.201518059,56.46360397,2.219368458,4.033596039,0.006466866,0.014424801,0,0,0,0,0,0,0,1,0,0,0,0,0,0.218205452,0.041701797,0.117938451,0.19526419,18705.87109,263.6417847,0.047902208,-0.007390483,0.00183939,-0.002003427,-0.001368885,-0.000833302,-0.004670005,-0.029999733,0.000400009,233.3297272,5.45245266,0.091199398,0,0
66,5,89,0,0.074299999,0.95660001,0.050829995,9.724690437,57.5506897,2.274667978,4.052666187,0.05529952,0.019070148,0,0,0,0,0,0,0,0,1,0,0,0,0,0.220685884,0.03942775,0.117290705,0.193339735,19619.91992,266.4042664,0.047707938,0.010423648,0.002480431,-0.002274048,-0.000647745,-0.001924457,-0.00217,-0.03000021,0.000400009,259.2045898,5.557617664,0.105165005,0,0
